userID,sequence_length,start_poi,end_poi,poi_sequence,cat_sequence,time_sequence
267,3,7,0,7;2;0,0;3;2,27;31;33
268,7,22,0,22;17;6;13;25;7;0,1;5;2;5;5;0;2,19;19;19;19;20;20;22
270,4,17,0,17;7;6;0,5;0;2;2,27;28;28;36
270,4,7,13,7;0;17;13,0;2;5;5,0;0;3;9
275,3,17,16,17;13;16,5;5;4,38;38;38
275,4,0,21,0;1;9;21,2;2;2;5,14;14;14;14
275,5,0,1,0;21;9;8;1,2;5;2;4;2,24;27;27;29;30
277,4,15,17,15;2;25;17,5;3;5;5,2;2;3;5
281,3,9,2,9;8;2,2;4;3,22;22;25
286,5,25,7,25;0;16;13;7,5;2;4;5;0,4;4;4;4;4
286,4,6,0,6;2;11;0,2;3;0;2,13;13;13;13
293,5,17,7,17;13;25;0;7,5;5;5;2;0,22;22;22;22;24
294,3,17,6,17;20;6,5;5;2,34;34;34
294,3,9,17,9;8;17,2;4;5,0;0;0
294,4,6,9,6;17;21;9,2;5;5;2,46;46;46;46
295,4,7,22,7;25;3;22,0;5;5;1,1;1;2;2
297,6,7,17,7;14;6;13;25;17,0;3;2;5;5;5,45;1;1;1;2;10
301,9,14,3,14;25;0;15;17;9;21;8;3,3;5;2;5;5;2;5;4;5,26;27;27;28;28;28;28;28;29
305,4,16,6,16;13;10;6,4;5;0;2,45;46;0;3
307,7,0,9,0;25;7;1;3;8;9,2;5;0;2;5;4;2,14;17;17;19;19;20;20
309,5,8,7,8;0;6;9;7,4;2;2;2;0,0;2;2;3;5
311,6,0,17,0;1;3;25;7;17,2;2;5;5;0;5,15;17;19;19;20;20
313,6,7,6,7;25;14;13;16;6,0;5;3;5;4;2,47;47;0;0;0;0
313,5,6,11,6;17;15;24;11,2;5;5;5;0,21;21;21;21;22
316,3,1,21,1;9;21,2;2;5,31;31;31
321,3,16,22,16;7;22,4;0;1,36;37;39
321,3,0,16,0;25;16,2;5;4,33;34;39
324,8,13,10,13;14;6;7;15;25;0;10,5;3;2;0;5;5;2;0,6;6;6;7;7;7;7;7
324,3,13,15,13;25;15,5;5;5,27;28;30
326,3,7,13,7;25;13,0;5;5,32;33;33
329,3,7,15,7;25;15,0;5;5,6;6;7
329,4,2,13,2;7;15;13,3;0;5;5,27;28;28;29
330,3,16,2,16;0;2,4;2;3,2;4;4
330,5,14,18,14;23;0;16;18,3;3;2;4;4,47;0;2;2;4
331,6,16,7,16;13;21;17;6;7,4;5;5;5;2;0,23;23;24;24;26;28
333,3,6,16,6;13;16,2;5;4,1;1;2
336,4,24,13,24;7;14;13,5;0;3;5,27;28;28;28
338,4,24,13,24;11;15;13,5;0;5;5,0;0;2;4
344,3,15,25,15;2;25,5;3;5,47;0;3
345,3,25,24,25;2;24,5;3;5,28;30;30
346,3,6,3,6;7;3,2;0;5,12;12;12
354,3,18,20,18;3;20,4;5;5,45;1;2
354,5,2,8,2;0;7;17;8,3;2;0;5;4,19;20;21;22;22
358,4,24,7,24;15;25;7,5;5;5;0,34;34;34;35
360,3,16,2,16;17;2,4;5;3,29;29;29
360,4,7,8,7;21;9;8,0;5;2;4,25;26;27;29
362,3,25,17,25;7;17,5;0;5,3;4;5
368,3,7,16,7;17;16,0;5;4,23;25;29
368,3,7,13,7;25;13,0;5;5,45;4;6
369,3,16,25,16;14;25,4;3;5,2;2;3
372,5,7,2,7;25;13;14;2,0;5;5;3;3,3;3;6;6;6
372,3,2,13,2;0;13,3;2;5,27;28;29
374,7,17,6,17;14;16;21;9;7;6,5;3;4;5;2;0;2,2;2;2;2;2;2;2
379,6,9,7,9;21;13;14;25;7,2;5;5;3;5;0,11;11;12;12;13;13
380,4,7,1,7;21;3;1,0;5;5;2,4;4;5;5
381,4,2,9,2;24;17;9,3;5;5;2,46;46;4;4
381,4,17,22,17;21;3;22,5;5;5;1,26;27;28;28
384,4,17,0,17;7;25;0,5;0;5;2,0;0;0;1
384,3,3,17,3;1;17,5;2;5,26;27;27
386,3,2,24,2;15;24,3;5;5,8;12;17
386,3,25,11,25;10;11,5;0;0,9;9;10
387,4,6,25,6;7;0;25,2;0;2;5,43;43;44;46
394,3,7,20,7;2;20,0;3;5,27;27;28
396,9,25,6,25;0;2;7;1;3;9;8;6,5;2;3;0;2;5;2;4;2,47;0;1;1;2;2;3;3;4
399,3,8,2,8;7;2,4;0;3,25;27;27
401,4,0,6,0;25;7;6,2;5;0;2,28;31;31;32
401,3,6,22,6;3;22,2;5;1,26;27;28
402,12,17,13,17;7;25;6;14;0;9;1;3;21;8;13,5;0;5;2;3;2;2;2;5;5;4;5,25;25;25;25;25;25;28;29;29;29;30;31
403,4,0,2,0;25;15;2,2;5;5;3,27;28;28;28
403,4,21,2,21;9;7;2,5;2;0;3,23;23;24;27
406,5,2,25,2;15;1;0;25,3;5;2;2;5,24;24;27;36;36
412,3,25,6,25;0;6,5;2;2,28;28;28
413,4,24,21,24;2;9;21,5;3;2;5,3;4;4;6
417,3,2,17,2;24;17,3;5;5,22;22;29
418,3,7,0,7;2;0,0;3;2,24;24;25
422,3,7,18,7;15;18,0;5;4,31;31;35
423,4,0,14,0;2;13;14,2;3;5;3,25;32;35;35
430,3,1,8,1;14;8,2;3;4,1;3;6
432,5,14,15,14;25;0;2;15,3;5;2;3;5,28;28;28;30;32
432,3,3,6,3;22;6,5;1;2,1;2;5
437,3,13,6,13;17;6,5;5;2,24;28;28
442,6,7,2,7;16;25;15;17;2,0;4;5;5;5;3,3;7;7;9;9;11
442,8,21,9,21;17;7;15;25;2;8;9,5;5;0;5;5;3;4;2,23;24;24;25;25;26;33;33
444,3,15,0,15;25;0,5;5;2,2;3;3
448,7,6,24,6;14;25;7;15;2;24,2;3;5;0;5;3;5,0;1;1;1;1;4;5
450,4,3,15,3;7;0;15,5;0;2;5,3;4;5;10
452,3,21,25,21;1;25,5;2;5,25;26;31
457,3,15,3,15;7;3,5;0;5,7;7;7
457,3,1,15,1;7;15,2;0;5,0;4;7
459,4,25,14,25;6;13;14,5;2;5;3,30;30;31;31
462,3,13,24,13;17;24,5;5;5,31;31;32
462,4,11,24,11;13;6;24,0;5;2;5,26;33;33;33
465,6,6,3,6;13;16;25;7;3,2;5;4;5;0;5,19;20;20;21;24;25
470,7,21,1,21;15;7;25;0;3;1,5;5;0;5;2;5;2,0;0;0;0;2;6;6
472,3,16,2,16;17;2,4;5;3,38;38;38
477,7,0,16,0;25;7;17;2;13;16,2;5;0;5;3;5;4,1;2;3;3;8;10;11
486,3,3,0,3;16;0,5;4;2,46;5;6
493,4,0,13,0;7;25;13,2;0;5;5,23;23;26;32
498,4,13,7,13;10;17;7,5;0;5;0,24;24;24;24
500,4,2,10,2;25;7;10,3;5;0;0,23;23;24;28
500,4,7,18,7;11;10;18,0;0;0;4,44;47;0;3
500,4,7,25,7;24;2;25,0;5;3;5,2;2;3;3
504,3,16,13,16;0;13,4;2;5,46;46;5
504,4,15,25,15;16;7;25,5;4;0;5,25;28;28;29
505,3,3,7,3;25;7,5;5;0,33;33;33
510,3,7,13,7;14;13,0;3;5,4;4;4
530,3,0,25,0;1;25,2;2;5,14;14;14
536,5,13,7,13;17;8;6;7,5;5;4;2;0,47;2;3;5;5
536,4,25,6,25;3;22;6,5;5;1;2,24;25;25;27
538,4,5,2,5;3;21;2,4;5;5;3,24;25;26;26
542,3,21,10,21;8;10,5;4;0,23;23;30
546,3,10,13,10;16;13,0;4;5,1;3;4
546,4,10,2,10;0;25;2,0;2;5;3,28;28;29;31
546,3,21,8,21;9;8,5;2;4,3;5;5
553,6,25,16,25;14;6;24;0;16,5;3;2;5;2;4,0;4;4;5;5;5
554,9,3,14,3;1;7;25;0;10;16;13;14,5;2;0;5;2;0;4;5;3,1;1;5;5;5;5;5;6;6
554,5,0,15,0;21;8;9;15,2;5;4;2;5,18;24;24;24;26
556,4,25,7,25;0;16;7,5;2;4;0,0;3;3;5
557,7,6,24,6;14;25;7;15;2;24,2;3;5;0;5;3;5,0;1;1;1;1;4;5
561,3,16,2,16;17;2,4;5;3,5;6;7
565,3,17,6,17;25;6,5;5;2,46;47;2
569,3,7,5,7;0;5,0;2;4,27;28;30
569,3,6,14,6;13;14,2;5;3,0;0;1
570,3,0,22,0;3;22,2;5;1,21;26;26
570,3,16,5,16;13;5,4;5;4,21;21;24
577,3,2,6,2;7;6,3;0;2,10;10;10
578,5,6,7,6;20;0;25;7,2;5;2;5;0,18;18;18;18;20
588,4,16,21,16;25;7;21,4;5;0;5,24;24;24;24
589,4,7,17,7;0;15;17,0;2;5;5,19;20;21;21
592,3,6,3,6;17;3,2;5;5,29;30;31
595,4,21,7,21;25;1;7,5;5;2;0,0;0;0;0
596,3,7,0,7;6;0,0;2;2,28;31;31
602,5,25,6,25;0;13;17;6,5;2;5;5;2,4;4;7;8;9
619,3,7,0,7;25;0,0;5;2,1;1;1
624,4,2,14,2;25;13;14,3;5;5;3,4;4;4;4
627,3,17,20,17;13;20,5;5;5,16;16;20
627,3,25,16,25;0;16,5;2;4,43;43;45
627,3,25,24,25;13;24,5;5;5,44;44;46
630,3,7,25,7;0;25,0;2;5,5;5;7
635,5,13,2,13;16;25;7;2,5;4;5;0;3,1;1;1;1;1
635,4,13,15,13;7;23;15,5;0;3;5,47;0;1;2
635,3,8,24,8;9;24,4;2;5,9;9;11
640,5,1,8,1;3;9;21;8,2;5;2;5;4,24;25;25;25;25
641,4,13,17,13;25;0;17,5;5;2;5,47;47;0;2
644,7,17,15,17;3;1;22;5;2;15,5;5;2;1;4;3;5,47;1;1;1;2;4;6
644,5,25,6,25;0;16;14;6,5;2;4;3;2,22;22;23;27;29
644,4,0,17,0;13;6;17,2;5;2;5,4;4;5;5
645,4,6,25,6;17;7;25,2;5;0;5,38;39;41;41
645,3,25,2,25;0;2,5;2;3,7;9;13
645,5,21,1,21;8;9;3;1,5;4;2;5;2,33;33;33;35;35
645,3,2,7,2;25;7,3;5;0,9;10;15
650,3,2,21,2;7;21,3;0;5,28;28;30
651,3,17,2,17;6;2,5;2;3,22;22;24
652,3,7,17,7;2;17,0;3;5,8;9;11
655,4,3,16,3;7;25;16,5;0;5;4,1;1;1;2
656,3,7,2,7;25;2,0;5;3,2;3;4
656,6,10,6,10;16;14;25;2;6,0;4;3;5;3;2,0;0;0;0;2;5
656,3,17,2,17;21;2,5;5;3,22;23;26
657,4,25,24,25;0;7;24,5;2;0;5,41;41;44;45
657,3,13,17,13;6;17,5;2;5,43;43;43
658,3,0,6,0;13;6,2;5;2,6;7;7
658,5,14,6,14;25;0;7;6,3;5;2;0;2,5;5;6;7;8
662,4,6,14,6;7;25;14,2;0;5;3,24;25;25;31
665,3,13,21,13;7;21,5;0;5,23;26;26
665,3,0,2,0;7;2,2;0;3,45;2;2
669,6,13,3,13;16;20;25;7;3,5;4;5;5;0;5,6;6;6;11;11;12
669,4,1,13,1;3;7;13,2;5;0;5,29;29;29;29
673,5,6,14,6;7;15;13;14,2;0;5;5;3,47;47;0;1;1
681,5,7,6,7;25;3;2;6,0;5;5;3;2,23;24;24;25;27
681,4,2,7,2;15;24;7,3;5;5;0,47;47;47;47
683,4,13,7,13;6;14;7,5;2;3;0,26;26;27;27
683,3,7,1,7;3;1,0;5;2,4;4;4
693,3,6,9,6;7;9,2;0;2,25;25;27
696,5,0,2,0;7;25;13;2,2;0;5;5;3,16;19;19;19;20
696,6,3,16,3;9;5;22;6;16,5;2;4;1;2;4,40;40;42;43;44;45
696,3,17,25,17;7;25,5;0;5,21;21;21
699,3,25,8,25;17;8,5;5;4,5;5;7
709,5,21,6,21;9;8;17;6,5;2;4;5;2,22;22;22;23;24
710,3,6,0,6;25;0,2;5;2,26;26;27
720,5,7,14,7;6;15;25;14,0;2;5;5;3,9;10;10;11;11
720,3,0,7,0;25;7,2;5;0,38;38;38
720,9,7,9,7;15;2;10;0;16;24;8;9,0;5;3;0;2;4;5;4;2,3;3;3;4;4;4;6;8;8
722,6,7,25,7;16;13;14;6;25,0;4;5;3;2;5,8;8;9;9;9;11
722,3,7,0,7;25;0,0;5;2,24;24;24
724,7,21,0,21;8;25;7;15;1;0,5;4;5;0;5;2;2,1;1;2;2;2;6;6
727,8,17,0,17;8;7;25;6;2;15;0,5;4;0;5;2;3;5;2,12;17;17;17;17;18;19;21
730,4,25,2,25;0;7;2,5;2;0;3,2;2;4;5
732,5,17,20,17;6;13;16;20,5;2;5;4;5,24;24;24;25;25
733,3,13,7,13;14;7,5;3;0,29;29;30
733,3,7,2,7;0;2,0;2;3,1;4;6
740,3,25,6,25;7;6,5;0;2,34;35;35
764,3,24,7,24;25;7,5;5;0,33;36;36
769,3,0,17,0;7;17,2;0;5,25;28;33
772,7,13,6,13;25;0;14;7;9;6,5;5;2;3;0;2;2,23;23;24;27;28;30;32
774,4,7,0,7;25;16;0,0;5;4;2,29;30;30;30
778,4,7,6,7;0;16;6,0;2;4;2,25;27;30;31
778,6,7,6,7;0;25;13;16;6,0;2;5;5;4;2,26;26;26;26;26;26
779,3,6,10,6;13;10,2;5;0,34;35;36
780,4,0,7,0;2;13;7,2;3;5;0,28;30;31;31
784,3,0,25,0;13;25,2;5;5,3;3;11
785,3,0,13,0;7;13,2;0;5,27;28;28
787,10,6,17,6;16;0;2;25;21;3;22;1;17,2;4;2;3;5;5;5;1;2;5,5;5;5;5;5;6;6;6;6;6
791,4,17,0,17;13;10;0,5;5;0;2,32;32;32;33
794,3,3,25,3;7;25,5;0;5,47;4;6
799,5,25,17,25;7;21;2;17,5;0;5;3;5,1;2;3;4;5
801,7,13,9,13;7;15;3;1;8;9,5;0;5;5;2;4;2,5;6;6;7;8;8;9
801,3,25,14,25;0;14,5;2;3,25;25;31
801,5,9,14,9;6;0;1;14,2;2;2;2;3,29;30;30;35;35
812,6,7,13,7;25;17;0;6;13,0;5;5;2;2;5,21;23;23;24;24;24
812,4,3,17,3;1;7;17,5;2;0;5,40;40;44;0
815,5,6,17,6;15;25;3;17,2;5;5;5;5,25;28;28;28;29
816,3,0,7,0;2;7,2;3;0,0;0;0
818,4,2,0,2;6;13;0,3;2;5;2,4;5;5;5
833,4,1,6,1;3;8;6,2;5;4;2,27;28;28;29
833,4,7,2,7;25;0;2,0;5;2;3,24;24;25;25
833,5,7,8,7;14;17;9;8,0;3;5;2;4,31;33;33;33;33
833,4,1,8,1;3;9;8,2;5;2;4,5;5;9;12
834,3,7,13,7;16;13,0;4;5,5;7;7
834,3,6,25,6;17;25,2;5;5,1;2;2
836,3,3,22,3;24;22,5;5;1,0;2;2
836,3,2,25,2;6;25,3;2;5,34;34;34
836,3,15,17,15;2;17,5;3;5,28;30;30
837,3,25,17,25;6;17,5;2;5,2;3;3
846,3,7,1,7;3;1,0;5;2,27;28;28
848,6,21,3,21;0;16;1;8;3,5;2;4;2;4;5,37;37;37;37;37;37
848,3,22,3,22;2;3,1;3;5,9;9;9
862,10,13,8,13;24;6;10;0;25;21;17;7;8,5;5;2;0;2;5;5;5;0;4,24;25;25;25;25;26;26;26;27;28
873,3,17,6,17;0;6,5;2;2,21;24;32
873,6,7,17,7;6;25;14;13;17,0;2;5;3;5;5,32;32;35;35;35;35
877,4,6,0,6;14;25;0,2;3;5;2,26;26;26;26
878,5,17,14,17;7;15;6;14,5;0;5;2;3,33;33;41;0;0
888,6,17,13,17;6;7;25;14;13,5;2;0;5;3;5,41;47;0;0;0;1
895,3,13,17,13;3;17,5;5;5,24;26;26
896,4,25,1,25;7;3;1,5;0;5;2,2;2;3;3
897,3,7,1,7;3;1,0;5;2,4;5;6
900,3,8,17,8;9;17,4;2;5,27;27;30
904,3,20,13,20;25;13,5;5;5,10;10;11
907,5,15,9,15;25;0;7;9,5;5;2;0;2,31;31;32;32;33
909,3,16,7,16;0;7,4;2;0,47;0;3
909,4,21,17,21;8;9;17,5;4;2;5,1;1;2;2
909,5,21,14,21;9;8;6;14,5;2;4;2;3,23;24;25;28;29
909,3,2,24,2;6;24,3;2;5,2;2;3
910,3,3,2,3;7;2,5;0;3,28;29;31
910,3,7,16,7;13;16,0;5;4,25;27;27
913,3,25,24,25;7;24,5;0;5,44;45;47
913,3,25,0,25;12;0,5;5;2,23;24;24
913,3,5,7,5;15;7,4;5;0,25;26;26
914,3,7,6,7;25;6,0;5;2,4;5;9
917,6,25,17,25;0;2;13;14;17,5;2;3;5;3;5,47;47;2;9;9;10
917,6,3,13,3;1;7;25;6;13,5;2;0;5;2;5,23;23;24;26;26;32
917,4,0,7,0;25;6;7,2;5;2;0,5;5;5;5
917,6,9,6,9;25;0;7;15;6,2;5;2;0;5;2,22;25;25;27;28;29
917,5,2,7,2;8;9;0;7,3;4;2;2;0,37;37;37;37;37
926,3,7,17,7;15;17,0;5;5,4;4;5
935,6,17,7,17;6;14;25;0;7,5;2;3;5;2;0,1;1;1;1;2;5
936,4,9,14,9;8;17;14,2;4;5;3,32;32;33;34
939,6,11,1,11;6;7;25;3;1,0;2;0;5;5;2,2;2;2;2;3;4
945,5,0,16,0;6;8;25;16,2;2;4;5;4,37;37;37;37;37
945,5,6,0,6;8;3;25;0,2;4;5;5;2,13;13;13;13;13
945,3,6,25,6;0;25,2;2;5,22;23;28
945,5,8,6,8;1;3;0;6,4;2;5;2;2,2;3;4;6;7
945,6,16,8,16;25;3;6;2;8,4;5;5;2;3;4,26;27;27;27;29;30
947,3,0,7,0;25;7,2;5;0,26;29;29
952,3,0,22,0;2;22,2;3;1,0;0;3
956,4,17,25,17;6;7;25,5;2;0;5,7;7;8;8
960,3,0,16,0;25;16,2;5;4,23;25;26
961,4,16,17,16;13;10;17,4;5;0;5,10;10;10;10
961,3,25,7,25;15;7,5;5;0,12;12;12
965,3,7,0,7;25;0,0;5;2,26;26;26
968,3,0,17,0;16;17,2;4;5,47;1;2
974,5,9,16,9;8;13;3;16,2;4;5;5;4,27;27;28;29;31
976,8,0,17,0;25;2;7;15;9;1;17,2;5;3;0;5;2;2;5,10;10;14;14;15;15;15;15
980,4,9,15,9;7;25;15,2;0;5;5,25;26;27;31
988,4,0,1,0;25;7;1,2;5;0;2,4;5;5;7
989,4,7,14,7;2;15;14,0;3;5;3,47;0;3;5
991,4,0,13,0;25;7;13,2;5;0;5,3;3;3;5
993,3,7,6,7;25;6,0;5;2,1;1;2
996,6,8,0,8;9;3;25;15;0,4;2;5;5;5;2,20;20;21;23;24;26
996,4,22,10,22;5;15;10,1;4;5;0,0;1;4;9
996,3,2,7,2;15;7,3;5;0,1;3;4
999,3,11,0,11;6;0,0;2;2,42;43;44
999,4,7,21,7;25;6;21,0;5;2;5,18;19;20;26
1001,3,7,25,7;15;25,0;5;5,26;26;26
1001,3,1,3,1;22;3,2;1;5,29;29;29
1001,7,0,14,0;25;7;17;6;13;14,2;5;0;5;2;5;3,3;5;5;6;6;6;6
1007,3,2,14,2;25;14,3;5;3,3;3;7
1013,13,0,22,0;25;7;17;21;8;9;6;14;13;16;3;22,2;5;0;5;5;4;2;2;3;5;4;5;1,25;25;25;25;27;27;27;29;29;29;30;31;31
1014,3,7,14,7;25;14,0;5;3,5;5;5
1018,5,6,19,6;13;7;17;19,2;5;0;5;5,2;2;3;4;5
1020,3,6,25,6;14;25,2;3;5,23;24;24
1028,3,25,13,25;16;13,5;4;5,28;28;28
1036,3,25,2,25;0;2,5;2;3,3;3;4
1040,3,2,6,2;11;6,3;0;2,4;6;8
1040,3,1,21,1;3;21,2;5;5,28;29;29
1040,3,9,21,9;8;21,2;4;5,25;25;25
1041,3,6,15,6;13;15,2;5;5,29;29;30
