userID,sequence_length,start_poi,end_poi,poi_sequence,cat_sequence,time_sequence
252,3,3,17,3;25;17,4;5;1,47;4;4
252,4,5,23,5;25;12;23,2;5;0;5,4;5;5;11
252,3,12,9,12;8;9,0;2;2,47;4;5
253,4,8,16,8;17;18;16,2;1;3;1,12;14;14;14
253,4,7,17,7;16;23;17,2;1;5;1,12;14;14;15
253,3,18,23,18;17;23,3;1;5,14;14;15
257,3,0,19,0;6;19,4;2;3,18;19;20
261,3,4,21,4;8;21,2;2;3,22;25;30
267,3,24,18,24;6;18,5;2;3,0;0;2
272,3,12,14,12;13;14,0;0;1,14;14;14
272,4,25,8,25;19;20;8,5;3;3;2,24;24;24;28
272,3,20,19,20;12;19,3;0;3,28;28;29
281,4,16,19,16;9;6;19,1;2;2;3,30;31;33;35
286,4,16,23,16;18;25;23,1;3;5;5,12;13;18;23
287,3,6,3,6;12;3,2;0;4,32;33;33
293,6,18,3,18;5;25;12;6;3,3;2;5;0;2;4,9;9;9;9;10;10
295,4,18,0,18;17;23;0,3;1;5;4,23;24;24;26
304,3,8,4,8;22;4,2;3;2,34;35;36
305,4,12,16,12;25;23;16,0;5;5;1,23;24;26;33
307,4,23,5,23;17;0;5,5;1;4;2,13;14;16;16
313,3,6,12,6;3;12,2;4;0,2;2;3
320,3,17,6,17;25;6,1;5;2,31;31;31
321,3,23,18,23;17;18,5;1;3,28;28;29
324,6,12,16,12;6;23;17;18;16,0;2;5;1;3;1,1;2;4;4;5;5
336,3,6,0,6;12;0,2;0;4,28;30;33
341,3,12,9,12;19;9,0;3;2,25;26;29
346,3,11,0,11;14;0,0;1;4,32;34;35
350,3,25,16,25;22;16,5;3;1,26;27;27
350,3,16,25,16;23;25,1;5;5,28;32;32
350,3,25,23,25;18;23,5;3;5,25;27;30
377,4,12,17,12;18;23;17,0;3;5;1,0;0;2;2
377,3,24,12,24;25;12,5;5;0,31;32;33
377,3,4,18,4;20;18,2;3;3,0;0;4
382,3,6,12,6;3;12,2;4;0,2;2;3
391,4,12,5,12;6;25;5,0;2;5;2,33;33;33;33
391,4,16,23,16;18;17;23,1;3;1;5,28;28;28;29
391,5,23,22,23;5;25;17;22,5;2;5;1;3,11;11;11;12;14
393,3,23,16,23;17;16,5;1;1,29;29;35
396,3,5,12,5;0;12,2;4;0,3;6;6
402,3,19,25,19;6;25,3;2;5,30;32;32
406,3,18,20,18;17;20,3;1;3,29;29;30
417,3,23,22,23;5;22,5;2;3,41;41;41
429,3,23,20,23;17;20,5;1;3,30;30;32
431,6,15,19,15;4;20;8;25;19,1;2;3;2;5;3,19;21;22;23;25;26
433,4,25,16,25;12;6;16,5;0;2;1,28;28;29;34
434,3,17,8,17;24;8,1;5;2,24;25;25
438,4,14,16,14;5;18;16,1;2;3;1,29;29;29;30
445,3,17,25,17;6;25,1;2;5,2;3;3
445,3,5,25,5;22;25,2;3;5,46;1;7
446,3,17,18,17;23;18,1;5;3,29;29;30
446,3,18,17,18;16;17,3;1;1,26;26;27
455,3,17,0,17;24;0,1;5;4,28;29;31
461,5,6,24,6;12;3;0;24,2;0;4;4;5,0;1;3;3;3
462,3,25,3,25;19;3,5;3;4,25;26;30
462,3,16,17,16;18;17,1;3;1,30;30;30
462,3,1,10,1;13;10,4;0;0,28;29;31
462,3,6,5,6;12;5,2;0;2,28;29;29
462,3,13,10,13;1;10,0;4;0,1;1;7
462,4,13,8,13;10;22;8,0;0;3;2,30;30;32;36
462,5,8,17,8;24;4;18;17,2;5;2;3;1,10;11;11;12;13
462,3,6,9,6;12;9,2;0;2,46;46;2
462,5,5,18,5;25;17;16;18,2;5;1;1;3,1;1;2;5;5
462,3,5,24,5;23;24,2;5;5,1;2;5
465,5,25,12,25;17;23;24;12,5;1;5;5;0,28;31;31;31;33
470,3,17,5,17;8;5,1;2;2,0;0;0
471,3,17,4,17;23;4,1;5;2,46;4;7
474,3,18,16,18;8;16,3;2;1,38;38;38
477,5,4,17,4;16;18;23;17,2;1;3;5;1,25;26;26;26;27
478,7,17,12,17;23;16;25;0;6;12,1;5;1;5;4;2;0,6;6;6;8;8;9;9
485,3,5,4,5;17;4,2;1;2,46;5;5
493,4,25,3,25;5;12;3,5;2;0;4,6;7;8;9
502,5,19,16,19;12;25;4;16,3;0;5;2;1,28;29;29;30;30
502,3,18,17,18;16;17,3;1;1,29;30;30
507,5,18,17,18;9;16;0;17,3;2;1;4;1,24;28;30;32;36
507,3,16,17,16;12;17,1;0;1,30;32;32
519,7,5,17,5;25;3;12;6;23;17,2;5;4;0;2;5;1,45;45;46;46;46;47;47
524,4,12,4,12;25;17;4,0;5;1;2,28;28;33;37
538,3,8,18,8;22;18,2;3;3,4;6;7
538,4,16,0,16;4;5;0,1;2;2;4,8;9;12;13
538,3,0,5,0;25;5,4;5;2,31;32;32
538,4,19,16,19;23;17;16,3;5;1;1,27;29;29;30
542,3,18,16,18;23;16,3;5;1,24;25;26
545,4,16,12,16;23;17;12,1;5;1;0,2;4;4;8
553,3,19,12,19;6;12,3;2;0,1;2;2
566,3,17,4,17;20;4,1;3;2,30;30;31
569,3,5,12,5;25;12,2;5;0,35;35;35
571,3,1,13,1;10;13,4;0;0,30;30;31
571,4,17,16,17;23;18;16,1;5;3;1,30;31;31;31
571,3,17,16,17;23;16,1;5;1,1;2;6
571,4,16,23,16;18;17;23,1;3;1;5,9;10;11;11
573,3,25,5,25;6;5,5;2;2,4;4;4
573,3,20,5,20;0;5,3;4;2,6;8;8
573,3,18,17,18;23;17,3;5;1,25;25;26
604,3,18,16,18;23;16,3;5;1,4;4;5
609,3,8,5,8;24;5,2;5;2,3;3;5
620,3,16,20,16;4;20,1;2;3,7;8;8
624,3,23,3,23;12;3,5;0;4,24;25;26
630,3,19,5,19;25;5,3;5;2,24;25;25
630,5,16,5,16;18;23;17;5,1;3;5;1;2,25;25;25;26;26
634,3,5,18,5;16;18,2;1;3,24;25;26
639,3,23,18,23;17;18,5;1;3,13;13;13
648,3,4,3,4;12;3,2;0;4,28;30;32
661,4,12,16,12;3;25;16,0;4;5;1,23;24;24;29
666,3,4,23,4;17;23,2;1;5,4;5;5
670,5,16,3,16;5;25;12;3,1;2;5;0;4,1;2;2;2;2
694,3,23,4,23;17;4,5;1;2,27;27;28
702,3,18,2,18;23;2,3;5;4,23;25;31
702,3,18,16,18;22;16,3;3;1,46;0;8
703,3,18,23,18;16;23,3;1;5,27;28;28
705,7,17,25,17;3;12;19;5;4;25,1;4;0;3;2;2;5,35;38;38;39;39;39;39
712,3,25,5,25;12;5,5;0;2,1;3;3
716,3,23,16,23;20;16,5;3;1,4;6;7
721,5,24,16,24;4;17;23;16,5;2;1;5;1,32;33;33;33;34
723,3,6,12,6;3;12,2;4;0,0;0;4
741,3,17,2,17;6;2,1;2;4,47;1;11
741,3,6,17,6;14;17,2;1;1,20;31;32
741,3,6,17,6;12;17,2;0;1,45;2;10
751,3,12,20,12;3;20,0;4;3,2;6;12
753,3,16,17,16;18;17,1;3;1,31;32;33
762,3,12,23,12;5;23,0;2;5,5;7;9
765,3,22,25,22;8;25,3;2;5,24;25;29
768,4,25,17,25;18;16;17,5;3;1;1,19;21;21;24
772,5,16,3,16;25;6;12;3,1;5;2;0;4,9;9;9;10;10
774,6,16,8,16;17;3;12;20;8,1;1;4;0;3;2,23;23;25;25;26;27
776,3,5,4,5;25;4,2;5;2,23;23;24
783,3,20,25,20;5;25,3;2;5,4;6;7
813,3,6,0,6;12;0,2;0;4,32;32;37
818,6,16,2,16;6;17;23;18;2,1;2;1;5;3;4,33;35;35;36;37;37
836,3,23,17,23;18;17,5;3;1,41;41;41
853,5,6,5,6;17;23;12;5,2;1;5;0;2,28;29;29;31;33
879,3,25,17,25;19;17,5;3;1,26;26;30
879,4,25,16,25;5;18;16,5;2;3;1,6;6;6;7
885,3,3,0,3;7;0,4;2;4,35;35;35
893,3,18,12,18;25;12,3;5;0,21;21;22
904,3,17,3,17;23;3,1;5;4,29;29;32
904,3,9,12,9;3;12,2;4;0,24;28;29
912,3,6,25,6;19;25,2;3;5,3;3;5
915,3,4,17,4;16;17,2;1;1,8;11;11
915,3,17,3,17;12;3,1;0;4,25;27;29
915,3,5,20,5;8;20,2;2;3,0;1;4
918,4,17,16,17;23;18;16,1;5;3;1,30;30;30;30
928,3,23,12,23;3;12,5;4;0,25;26;26
929,3,1,10,1;13;10,4;0;0,27;27;29
943,3,18,24,18;17;24,3;1;5,33;33;33
959,3,3,6,3;12;6,4;0;2,47;2;2
966,4,5,12,5;17;25;12,2;1;5;0,25;27;28;28
985,3,17,23,17;18;23,1;3;5,9;9;9
989,3,17,12,17;24;12,1;5;0,24;26;27
995,4,12,23,12;3;17;23,0;4;1;5,46;46;0;1
1002,3,12,3,12;6;3,0;2;4,26;26;27
1011,3,3,6,3;12;6,4;0;2,3;3;3
1021,3,17,25,17;16;25,1;1;5,6;6;12
1027,9,8,1,8;18;2;25;5;12;3;0;1,2;3;4;5;2;0;4;4;4,47;0;1;2;2;5;5;6;7
1027,4,24,25,24;16;2;25,5;1;4;5,24;27;27;28
1035,3,22,18,22;24;18,3;5;3,36;38;39
1041,5,12,24,12;25;23;17;24,0;5;5;1;5,29;32;32;32;32
1045,3,19,6,19;12;6,3;0;2,2;3;3
1051,5,12,20,12;6;25;8;20,0;2;5;2;3,3;4;4;4;6
1051,4,16,23,16;4;17;23,1;2;1;5,25;26;28;28
1065,3,22,6,22;8;6,3;2;2,47;47;3
1070,6,18,16,18;23;17;20;3;16,3;5;1;3;4;1,12;12;12;12;13;13
1080,3,16,18,16;4;18,1;2;3,27;29;32
1099,3,16,25,16;19;25,1;3;5,24;26;26
1100,5,20,23,20;4;17;16;23,3;2;1;1;5,0;2;2;3;3
1100,3,17,16,17;23;16,1;5;1,0;0;1
1127,3,18,16,18;17;16,3;1;1,11;11;17
1139,3,17,8,17;24;8,1;5;2,28;29;30
1139,5,16,22,16;18;4;20;22,1;3;2;3;3,35;36;37;38;42
1143,5,12,4,12;6;23;17;4,0;2;5;1;2,29;30;31;31;31
1143,3,4,8,4;9;8,2;2;2,25;27;29
1151,3,0,23,0;5;23,4;2;5,31;31;31
1177,3,17,23,17;18;23,1;3;5,24;25;25
1184,10,16,14,16;18;23;25;12;0;3;19;5;14,1;3;5;5;0;4;4;3;2;1,2;2;3;3;4;4;4;6;7;12
1189,3,23,16,23;18;16,5;3;1,27;27;28
1189,3,8,11,8;14;11,2;1;0,23;24;25
1198,5,25,6,25;17;23;5;6,5;1;5;2;2,18;20;20;20;20
1204,3,4,8,4;22;8,2;3;2,9;9;11
1208,3,18,25,18;16;25,3;1;5,31;31;37
1215,3,12,6,12;3;6,0;4;2,22;26;28
1218,5,25,16,25;5;17;18;16,5;2;1;3;1,12;12;13;13;13
1219,3,17,12,17;8;12,1;2;0,28;28;29
1222,4,17,16,17;23;18;16,1;5;3;1,31;32;32;32
1222,4,2,20,2;16;17;20,4;1;1;3,26;26;27;28
1222,3,3,13,3;1;13,4;4;0,1;3;7
1222,5,5,24,5;17;18;2;24,2;1;3;4;5,9;16;16;17;18
1222,3,16,2,16;17;2,1;1;4,4;5;5
1222,3,2,18,2;16;18,4;1;3,4;4;5
1222,3,2,17,2;25;17,4;5;1,28;28;28
1222,6,25,12,25;18;16;17;4;12,5;3;1;1;2;0,2;2;2;2;2;3
1222,3,16,0,16;18;0,1;3;4,28;28;34
1222,7,4,5,4;17;23;16;18;25;5,2;1;5;1;3;5;2,11;11;11;12;13;16;17
1222,3,16,18,16;17;18,1;1;3,32;32;33
1222,7,2,17,2;16;18;23;5;25;17,4;1;3;5;2;5;1,33;33;33;33;34;34;34
1222,6,4,16,4;3;25;5;23;16,2;4;5;2;5;1,36;36;36;37;37;37
1222,6,24,22,24;17;23;18;16;22,5;1;5;3;1;3,4;5;5;6;6;10
1222,4,16,4,16;18;23;4,1;3;5;2,30;30;30;33
1222,4,17,8,17;24;19;8,1;5;3;2,30;31;34;37
1222,3,23,16,23;17;16,5;1;1,3;6;7
1222,3,1,10,1;13;10,4;0;0,26;28;31
1222,4,5,25,5;23;17;25,2;5;1;5,12;13;14;19
1222,4,17,2,17;23;18;2,1;5;3;4,1;11;11;11
1222,3,19,14,19;11;14,3;0;1,0;2;3
1222,3,18,16,18;17;16,3;1;1,47;3;4
1222,5,17,23,17;16;2;18;23,1;1;4;3;5,2;4;11;12;12
1222,3,17,16,17;25;16,1;5;1,3;4;4
1234,8,5,12,5;23;18;16;2;3;6;12,2;5;3;1;4;4;2;0,3;4;4;4;4;8;8;8
1238,5,25,18,25;0;6;12;18,5;4;2;0;3,25;25;26;26;28
1258,3,9,12,9;19;12,2;3;0,28;31;34
1267,3,5,25,5;12;25,2;0;5,2;2;2
1279,3,5,6,5;12;6,2;0;2,24;24;25
1283,4,25,12,25;5;19;12,5;2;3;0,21;32;33;35
1283,5,25,5,25;12;3;0;5,5;0;4;4;2,25;26;27;30;33
1293,5,4,6,4;12;8;3;6,2;0;2;4;2,24;26;27;30;30
1294,5,23,5,23;17;12;25;5,5;1;0;5;2,28;29;30;30;30
1297,4,2,4,2;16;17;4,4;1;1;2,7;9;10;10
1303,4,17,12,17;16;4;12,1;1;2;0,47;2;2;9
1312,3,5,12,5;17;12,2;1;0,4;4;11
1315,3,17,18,17;23;18,1;5;3,6;6;6
1315,3,18,12,18;17;12,3;1;0,28;30;32
1327,4,8,5,8;19;12;5,2;3;0;2,4;6;11;12
1328,4,4,23,4;8;16;23,2;2;1;5,11;13;15;15
1329,3,17,6,17;12;6,1;0;2,25;27;29
1333,3,23,18,23;16;18,5;1;3,10;11;11
1333,3,10,13,10;1;13,0;4;0,3;4;9
1335,4,20,16,20;17;18;16,3;1;3;1,3;6;6;6
1336,3,16,23,16;18;23,1;3;5,29;29;30
1345,3,5,8,5;12;8,2;0;2,23;24;26
1351,3,5,6,5;25;6,2;5;2,22;23;31
1362,3,1,13,1;10;13,4;0;0,29;32;32
1369,3,23,12,23;3;12,5;4;0,2;4;8
1370,4,18,19,18;23;5;19,3;5;2;3,47;47;0;2
1374,3,0,3,0;25;3,4;5;4,23;23;25
1374,3,17,16,17;18;16,1;3;1,13;13;14
1382,3,20,6,20;24;6,3;5;2,39;40;42
1382,3,23,25,23;16;25,5;1;5,31;32;32
1384,3,16,23,16;18;23,1;3;5,30;31;32
1384,9,8,11,8;24;4;17;23;5;25;0;11,2;5;2;1;5;2;5;4;0,1;1;2;6;6;6;6;6;7
1390,3,12,24,12;17;24,0;1;5,30;32;32
1392,8,8,16,8;24;9;25;1;18;5;16,2;5;2;5;4;3;2;1,7;8;9;9;9;9;9;12
1393,3,17,16,17;23;16,1;5;1,6;7;8
1393,3,23,16,23;18;16,5;3;1,32;32;33
1393,5,18,2,18;25;17;23;2,3;5;1;5;4,8;11;12;13;14
